Start,End,Distance
22249,22259,12.5
22259,22009,13.0
22009,22441,0.8
22441,22591,1.1
22591,22341,1.4
22341,22351,1.8
22351,22361,2.2
22361,22459,2.4
22459,22469,2.6
22469,22189,2.9
22189,22179,3.3
22179,22169,3.7
22169,23501,3.9
23501,23091,4.2
23091,23101,4.4
23101,23111,4.7
23111,23121,5.0
23121,23131,5.3
23131,23141,5.4
23141,23489,5.9
23489,23519,6.3
23519,24011,6.7
24011,24021,7.4
24021,24511,8.7
24511,24521,9.0
24521,25321,9.7
25321,25331,10.1
25331,25341,10.4
25341,25351,10.7
25351,25369,11.0
25369,25371,11.3
25371,25381,11.6
25381,25061,11.9
25061,25071,12.2
25071,25519,12.5
25519,24719,12.7
24719,25399,13.1
25399,26209,14.1
26209,25469,14.4
25469,25459,14.8
25459,25449,15.1
25449,25439,15.5
25439,25429,15.7
25429,25009,16.3
25009,25009,0.0
25009,25421,0.6
25421,25431,0.9
25431,25441,1.3
25441,25451,1.6
25451,25461,2.0
25461,26201,2.3
26201,25391,3.3
25391,24711,3.7
24711,25511,3.8
25511,25079,4.2
25079,25069,4.5
25069,25389,4.8
25389,25379,5.1
25379,25361,5.4
25361,25359,5.9
25359,25349,6.2
25349,25339,6.4
25339,25329,6.8
25329,24529,7.1
24529,24519,7.4
24519,24029,9.0
24029,24019,9.6
24019,23371,10.1
23371,23481,10.6
23481,23149,11.0
23149,23139,11.2
23139,23129,11.4
23129,23119,11.7
23119,23109,11.9
23109,23099,12.1
23099,23509,12.4
23509,22161,12.6
22161,22171,13.1
22171,22181,13.5
22181,22461,13.8
22461,22451,14.2
22451,22369,14.4
22369,22359,14.7
22359,22349,15.1
22349,22599,15.5
22599,22449,15.7
22449,22009,16.2
22009,22011,3.3
22011,22021,3.8
22021,22031,4.3
22031,22039,4.9
22039,22029,5.4
22029,22019,5.9
22019,22009,9.0
02099,02101,0.4
02101,02051,0.8
02051,02061,1.1
02061,04168,1.9
04168,04251,2.3
04251,04211,2.5
04211,04331,2.8
04331,13109,3.1
13109,13099,3.6
13099,13089,4.0
13089,13079,4.4
13079,13139,4.6
13139,13119,4.8
13119,06129,5.2
06129,06069,5.7
06069,06051,6.1
06051,10141,6.4
10141,10151,6.8
10151,10161,7.0
10161,10379,7.4
10379,10369,7.8
10369,14039,8.2
14039,14291,8.6
14291,14271,8.9
14271,14281,9.1
14281,14241,9.4
14241,14191,10.2
14191,14201,10.5
14201,14471,10.8
14471,14211,11.0
14211,11511,11.9
11511,11521,12.3
11521,11531,12.7
11531,11131,13.0
11131,11141,13.2
11141,11151,13.8
11151,11061,14.3
11061,11439,14.8
11439,11429,15.1
11429,11169,15.3
11169,11159,16.1
11159,11149,16.5
11149,11539,17.0
11539,11529,17.3
11529,11519,17.6
11519,14369,18.4
14369,14219,18.7
14219,14209,19.0
14209,14199,19.4
14199,14249,20.0
14249,14279,20.5
14279,14299,20.8
14299,14031,21.1
14031,10361,21.6
10361,10371,22.0
10371,10169,22.6
10169,10149,23.2
10149,06071,23.4
06071,06081,23.6
06081,06131,24.1
06131,13121,24.4
13121,13071,24.9
13071,13081,25.3
13081,13091,25.7
13091,13101,26.1
13101,04339,26.4
04339,04219,26.7
04219,02181,27.3
02181,02089,28.6
02099,02101,0.4
02101,02051,0.8
02051,02061,1.1
02061,04168,1.9
04168,04251,2.3
04251,04211,2.5
04211,04331,2.8
04331,13109,3.1
13109,13099,3.6
13099,13089,4.0
13089,13079,4.4
13079,13139,4.6
13139,13119,4.8
13119,06129,5.2
06129,06069,5.7
06069,06051,6.1
06051,10141,6.4
10141,10151,6.8
10151,10161,7.0
10161,10379,7.4
10379,10369,7.8
10369,14039,8.2
14039,14291,8.6
14291,14271,8.9
14271,14281,9.1
14281,14241,9.4
14241,14191,10.2
14191,14201,10.5
14201,14471,10.8
14471,14211,11.0
14211,11511,11.9
11511,11521,12.3
11521,11531,12.7
11531,11131,13.0
11131,11141,13.2
11141,11151,13.8
11151,11061,14.3
11061,11439,14.8
11439,11429,15.1
11429,11169,15.3
11169,11159,16.1
11159,11149,16.5
11149,11539,17.0
11539,11529,17.3
11529,11519,17.6
11519,14369,18.4
14369,14219,18.8
14219,14209,19.1
14209,14199,19.5
14199,14249,20.1
14249,14279,20.6
14279,14299,20.9
14299,14031,21.2
14031,10361,21.7
10361,10371,22.1
10371,10169,22.7
84009,84139,0.7
84139,84129,1.3
84129,84151,1.8
84151,93131,2.3
93131,93049,2.6
93049,93039,3.0
93039,93201,3.3
93201,93029,3.7
93029,93019,4.1
93019,92089,4.5
92089,92211,4.7
92211,92221,5.0
92221,92231,5.4
92231,92069,5.7
92069,92059,6.1
92059,92049,6.4
92049,92241,7.2
92241,92099,7.5
92099,91079,7.9
91079,91069,8.2
91069,91059,8.8
91059,91049,9.0
91049,91091,9.4
91091,80271,9.7
80271,80141,10.1
80141,80219,10.8
80219,80169,12.2
80169,80159,12.9
80159,02119,13.4
02119,03019,14.4
03019,03059,14.7
03059,03129,15.1
03129,03218,15.7
03218,05631,16.7
05631,05521,17.1
05521,10021,17.4
10021,10041,17.8
10041,10051,18.2
10051,10061,18.5
10061,10071,18.9
10071,10501,19.1
10501,10081,19.4
10081,10091,20.0
10091,10101,20.5
10101,10111,21.0
10111,10131,21.3
10131,11021,22.0
11021,11031,22.3
11031,11041,23.0
11041,11051,23.4
11051,11161,23.9
11161,11171,24.4
11171,11181,24.8
11181,11369,25.1
11369,18149,25.7
18149,18119,26.2
18119,19089,26.7
19089,19079,27.0
19079,19069,27.4
19069,19059,27.8
19059,17099,28.1
17099,17121,29.1
17121,17131,29.6
17131,17141,30.0
17141,17059,30.9
17059,17189,31.3
17189,17009,31.6
17009,17009,0.0
17009,17181,0.5
17181,17051,0.8
17051,20019,1.3
20019,17149,1.6
17149,17139,2.0
17139,17191,2.6
17191,19051,3.4
19051,19061,3.9
19061,19071,4.5
19071,19081,4.8
19081,18111,5.1
18111,18141,5.8
18141,11361,6.2
11361,11189,6.5
11189,11179,6.7
11179,11169,7.3
11169,11059,7.9
11059,11049,8.3
11049,11039,8.7
11039,11029,9.1
11029,11019,9.7
11019,10139,10.0
10139,10119,10.4
10119,10109,10.6
10109,10099,11.1
10099,10089,11.6
10089,10079,12.2
10079,10069,12.6
10069,10059,12.9
10059,10049,13.2
10049,10017,13.6
10017,05519,14.3
05519,05629,14.6
05629,03222,15.0
03222,03111,15.7
03111,03071,16.0
03071,03031,16.3
03031,03011,16.9
03011,02111,17.5
02111,80151,18.2
80151,80161,18.9
80161,80211,20.5
80211,80149,21.1
80149,80279,21.6
80279,91099,21.9
91099,91041,22.3
91041,91051,22.6
91051,91061,22.9
91061,91071,23.3
91071,92249,24.0
92249,92041,24.6
92041,92051,25.0
92051,92061,25.4
92061,92239,25.8
92239,92071,26.3
92071,92081,26.6
92081,93011,27.0
93011,93021,27.4
93021,93031,27.8
93031,93041,28.5
93041,93139,28.8
93139,84159,29.2
84159,84121,29.6
84121,84131,30.3
84131,84009,31.1
84009,84139,0.7
84139,84129,1.3
84129,84151,1.8
84151,93131,2.3
93131,93049,2.6
93049,93039,3.0
93039,93201,3.3
93201,93029,3.7
93029,93019,4.1
93019,92089,4.5
92089,92211,4.7
92211,92221,5.0
92221,92231,5.4
92231,92069,5.7
92069,92059,6.1
92059,92049,6.4
92049,92241,7.2
92241,92099,7.5
92099,91079,7.9
91079,91069,8.2
91069,91059,8.8
91059,91049,9.0
91049,91091,9.4
91091,80271,9.7
80271,80141,10.1
80141,80219,10.8
80219,80169,12.2
80169,80159,12.9
80159,02119,13.4
02119,03019,14.4
03019,03059,14.7
03059,03129,15.1
03129,03218,15.7
93049,93039,0.4
93039,93201,0.7
93201,93029,1.1
93029,93019,1.5
93019,92089,1.9
92089,92211,2.1
92211,92221,2.4
92221,92231,2.8
92231,92069,3.1
92069,92059,3.5
92059,92049,3.8
92049,92241,4.6
92241,02119,10.8
02119,03019,11.8
03019,03059,12.1
03059,03129,12.5
03129,03218,13.1
03218,03222,0.0
03222,03111,0.7
03111,03071,1.0
03071,03031,1.3
03031,03011,1.9
03011,80151,3.2
80151,92249,9.0
92249,92041,9.6
92041,92051,10.0
92051,92061,10.4
92061,92239,10.8
92239,92071,11.3
92071,92081,11.6
92081,93011,12.0
93011,93021,12.4
93021,93031,13.0
93031,93041,13.5
84009,84139,0.7
84139,84129,1.3
84129,84151,1.8
84151,93131,2.3
93131,93049,2.6
93049,93039,3.0
93039,93201,3.3
93201,93029,3.7
93029,93019,4.1
93019,92089,4.5
92089,92079,4.8
92079,92069,5.3
92069,92059,5.7
92059,92049,6.0
92049,92241,6.8
92241,92161,7.6
92161,82071,8.0
82071,82081,8.4
82081,82091,8.6
82091,82231,8.8
82231,81141,9.2
81141,81151,9.5
81151,81161,10.1
81161,80259,10.5
80259,80111,11.2
80111,80049,11.6
80049,80039,11.8
80039,80029,12.3
80029,01339,12.8
01339,01329,13.2
01329,01229,13.7
01229,01139,14.1
01139,01039,14.4
01039,01029,14.6
01029,04167,15.1
04167,04249,15.4
04249,05029,15.8
05029,05199,16.2
05199,05189,16.5
05189,05259,16.9
05259,05239,17.1
05239,10021,17.5
10021,10041,17.9
10041,10051,18.3
10051,10061,18.6
10061,10071,19.0
10071,10501,19.2
10501,10081,19.5
10081,10091,20.1
10091,10101,20.6
10101,10111,21.1
10111,10131,21.4
10131,11519,21.8
11519,18041,23.3
18041,18131,23.5
18131,18101,24.3
18101,18071,24.7
18071,16091,25.4
16091,17121,26.7
17121,17131,27.2
17131,17141,27.6
17141,20011,28.0
20011,20021,28.5
20021,20031,29.0
20031,20051,29.8
20051,20271,30.3
20271,28221,30.6
28221,28231,30.9
28231,28241,31.3
28241,28439,31.7
28439,28009,32.2
28009,28009,0.0
28009,28301,0.3
28301,28431,0.6
28431,28249,0.9
28249,28239,1.4
28239,28229,2.0
28229,20059,2.4
20059,20039,3.2
20039,20029,3.7
20029,20019,4.3
20019,17149,4.6
17149,17139,5.0
17139,17129,5.6
17129,16099,6.7
16099,18079,7.6
18079,18109,8.0
18109,18049,8.8
18049,11511,10.2
11511,11019,10.6
11019,10139,10.9
10139,10119,11.3
10119,10109,11.5
10109,10099,12.0
10099,10089,12.5
10089,10079,13.1
10079,10069,13.5
10069,10059,13.8
10059,10049,14.1
10049,10017,14.5
10017,10018,14.6
10018,05013,15.4
05013,05023,15.8
05023,04222,16.1
04222,04142,16.6
04142,04151,16.9
04151,01013,17.3
01013,01112,17.6
01112,01121,18.2
01121,01211,18.5
01211,01311,18.8
01311,80011,19.4
80011,80031,19.9
80031,80051,20.2
80051,80119,20.8
80119,80251,21.4
80251,81169,21.9
81169,81159,22.4
81159,81149,22.7
81149,81139,23.1
81139,82119,23.6
82119,82099,24.0
82099,82089,24.2
82089,82079,24.5
82079,92169,24.9
92169,92249,25.8
92249,92041,26.4
92041,92051,26.8
92051,92061,27.2
92061,92071,27.7
92071,92081,28.0
92081,93011,28.4
93011,93021,28.8
93021,93031,29.2
93031,93041,29.9
93041,93139,30.2
93139,84159,30.6
84159,84121,31.0
84121,84131,31.7
84131,84009,32.5
22009,21361,0.6
21361,21399,0.9
21399,21421,1.3
21421,21241,1.7
21241,28539,2.1
28539,28409,2.4
28409,28529,2.7
28529,28519,3.2
28519,28509,3.4
28509,28499,3.9
28499,28469,4.3
28469,28459,4.7
28459,28289,5.0
28289,28279,5.4
28279,28269,5.7
28269,28259,6.0
28259,28249,6.4
28249,28239,6.9
28239,28229,7.4
28229,20059,7.9
20059,20039,8.7
20039,20029,9.2
20029,20019,9.8
20019,17149,10.1
17149,17139,10.5
17139,17129,11.1
17129,16099,12.2
16099,18079,13.1
18079,18121,13.6
18121,18141,14.3
18141,11361,14.7
11361,11189,15.0
11189,11179,15.2
11179,11169,15.8
11169,11059,16.4
11059,11049,16.8
11049,11039,17.2
11039,11029,17.6
11029,11019,18.2
11019,10139,18.5
10139,10119,18.9
10119,10651,19.5
10651,10009,19.8
10009,10009,0.0
10009,10659,0.4
10659,10101,0.6
10101,10111,1.1
10111,10131,1.4
10131,11021,2.1
11021,11031,2.4
11031,11041,3.1
11041,11051,3.5
11051,11161,4.0
11161,11171,4.5
11171,11181,4.9
11181,11369,5.2
11369,18149,5.8
18149,18129,6.4
18129,16091,8.0
16091,17121,9.3
17121,17131,9.8
17131,17141,10.2
17141,20011,10.6
20011,20021,11.1
20021,20031,11.6
20031,20051,12.4
20051,20271,12.9
20271,28221,13.2
28221,28231,13.5
28231,28241,13.9
28241,28251,14.3
28251,28261,14.6
28261,28271,15.0
28271,28281,15.3
28281,28451,15.6
28451,28461,16.0
28461,28491,16.5
28491,28501,16.9
28501,28511,17.3
28511,28521,17.6
28521,28401,17.9
28401,28531,18.2
28531,21249,18.8
21249,21429,19.2
21429,21391,19.6
21391,21369,19.9
21369,22009,20.8
22009,21361,0.6
21361,21399,0.9
21399,21421,1.3
21421,21241,1.7
21241,28539,2.1
28539,28409,2.4
28409,28529,2.7
28529,28519,3.2
28519,28509,3.4
28509,28499,3.9
28499,28469,4.3
28469,28459,4.7
22009,22489,0.9
22489,21371,1.4
21371,27091,1.9
27091,27101,2.4
27101,27121,3.1
27121,27171,3.5
27171,27181,3.8
27181,27011,4.1
27011,27071,4.4
27071,27021,4.7
27021,27031,4.9
27031,27041,5.1
27041,27051,5.5
27051,27219,6.0
27219,27069,6.5
27069,27209,6.8
27209,27199,7.1
27199,27189,7.4
27189,27179,7.7
27179,27169,8.0
27169,27129,8.3
27129,27109,8.9
27109,27099,9.4
27099,21379,10.1
21379,22481,10.5
22481,22009,11.1
02099,02101,0.4
02101,02051,0.8
02051,02061,1.1
02061,04167,2.1
04167,04249,2.4
04249,05029,2.8
05029,04222,3.4
04222,04211,3.7
04211,04331,4.0
04331,13109,4.3
13109,13211,4.6
13211,06151,5.2
06151,06141,5.7
06141,06131,6.0
06131,13121,6.3
13121,13141,6.7
13141,13191,7.3
13191,09048,8.0
09048,09038,8.6
09038,08138,9.0
08138,08057,9.4
08057,08079,9.9
08079,07011,10.1
07011,07021,10.5
07021,40011,11.0
40011,54371,18.1
54371,54381,18.5
54381,54289,19.0
54289,54279,19.3
54279,54269,19.6
54269,54248,20.0
54248,54239,20.4
54239,54229,20.8
54229,54181,21.3
54181,54191,21.7
54191,54201,22.0
54201,55131,22.3
55131,55141,22.6
55141,55021,23.2
55021,59031,27.2
59031,59041,27.6
59041,59421,28.0
59421,59431,28.3
59431,59371,28.6
59371,59361,29.0
59361,59341,29.4
59341,59451,30.2
59451,59411,30.6
59411,59401,30.9
59401,59391,31.3
59391,59381,31.7
59381,59241,32.2
59241,59231,32.5
59231,59101,32.9
59101,59121,33.3
59121,59131,33.6
59131,59301,34.0
59301,59311,34.3
59311,59081,34.6
59081,59321,35.0
59321,59561,35.2
99009,99131,0.2
99131,99049,0.5
99049,99039,0.9
99039,99029,1.2
99029,99019,1.6
99019,98079,2.2
98079,98069,2.6
98069,97099,3.0
97099,97089,3.5
97089,97079,3.9
97079,97069,4.3
97069,97209,4.7
97209,97059,5.0
97059,97049,5.4
97049,97039,5.7
97039,97019,6.2
97019,96069,7.0
96069,96059,7.4
96059,96049,7.7
96049,95909,8.0
95909,96099,8.4
96099,96089,8.7
96089,96079,9.0
96079,85079,9.4
85079,85089,9.6
85089,85069,9.9
85069,85059,10.2
85059,85099,10.7
85099,84069,11.2
84069,84059,11.5
84059,84049,12.0
84049,84039,12.7
84039,84029,13.1
84029,84019,13.4
84019,83099,13.9
83099,83079,14.3
83079,83059,14.7
83059,83049,14.9
83049,83029,15.3
83029,82069,15.7
82069,82049,16.2
82049,82029,16.6
82029,82109,16.9
82109,81069,17.2
81069,81049,17.7
81049,81029,18.0
81029,80089,18.5
80089,80069,18.9
80069,80049,19.4
80049,80039,19.6
80039,80029,20.1
80029,01319,20.6
01319,01219,21.0
01219,01129,21.3
01129,01059,21.7
01059,01119,21.9
01119,01019,22.3
01019,04159,22.6
04159,04149,22.9
04149,04229,23.2
04229,04239,23.4
04239,05059,23.7
05059,05049,23.9
05049,05039,24.3
05039,05019,24.6
05019,10011,25.2
10011,10041,25.5
10041,10499,26.1
10499,10499,0.0
10499,10049,0.7
10049,10017,1.1
10017,05013,2.1
05013,05023,2.5
05023,04222,2.8
04222,04142,3.3
04142,01012,3.8
01012,01113,4.4
01113,01121,4.8
01121,01211,5.1
01211,01311,5.4
01311,80011,6.0
80011,80031,6.5
80031,80051,6.8
80051,80071,7.2
80071,80091,7.7
80091,81011,8.0
81011,81031,8.3
81031,81051,8.8
81051,82011,9.3
82011,82032,9.6
82032,82061,10.2
82061,83011,10.8
83011,83031,11.1
83031,83062,11.5
83062,83081,12.0
83081,84011,12.6
84011,84021,12.9
84021,84031,13.5
84031,84041,14.0
84041,84051,14.6
84051,84061,14.9
84061,85091,15.4
85091,85051,15.9
85051,85061,16.2
85061,85081,16.4
85081,85071,16.7
85071,96071,17.1
96071,96081,17.4
96081,96091,17.7
96091,95901,18.1
95901,96041,18.5
96041,96051,18.8
96051,96061,19.2
96061,97011,20.1
97011,97031,20.6
97031,97041,20.9
97041,97051,21.3
97051,97201,21.7
97201,97061,22.1
97061,97071,22.5
97071,97081,22.9
97081,97091,23.4
97091,98061,23.9
98061,98071,24.3
98071,99011,24.7
99011,99021,25.1
99021,99031,25.4
99031,99041,25.8
99041,99139,26.1
99139,99009,26.4
75009,76059,0.6
76059,76069,1.1
76069,76071,1.6
76071,76081,2.1
76081,76091,2.5
76091,96129,3.4
96129,96139,3.7
96139,96149,4.1
96149,96159,4.5
96159,96169,4.8
96169,96171,5.2
96171,96291,5.5
96291,96209,5.8
96209,96449,6.3
96449,96419,6.6
96419,96309,7.1
96309,96381,7.3
96381,96321,7.7
96321,96331,8.0
96331,96341,8.4
96341,96351,8.8
96351,96361,9.3
96361,96371,9.6
96371,96329,10.1
96329,96389,10.5
96389,96301,10.8
96301,96411,11.3
96411,96441,11.7
96441,96201,12.2
96201,96299,12.6
96299,96179,12.8
96179,96161,13.1
96161,96151,13.4
96151,96141,13.7
96141,96131,14.0
96131,96121,14.4
96121,76099,15.4
76099,76089,15.9
76089,76079,16.4
76079,76061,17.0
76061,76051,17.5
76051,75009,18.1
11379,11381,0.3
11381,11181,0.7
11181,11369,1.0
11369,18149,1.6
18149,18129,2.2
18129,15139,2.9
15139,15129,3.6
15129,15119,4.0
15119,15109,4.2
15109,15099,4.6
15099,15079,4.9
15079,15221,5.2
15221,16201,5.5
16201,16011,5.9
16011,16021,6.3
16021,16031,6.6
16031,16041,6.8
16041,16051,7.1
16051,16061,7.3
16061,16071,7.6
16071,16081,7.9
16081,16009,8.4
16009,16089,8.8
16089,16079,9.0
16079,16069,9.3
16069,16059,9.6
16059,16049,9.8
16049,16039,10.0
16039,16029,10.3
16029,16019,10.7
16019,16209,11.1
16209,15229,11.4
15229,15071,11.7
15071,15091,11.9
15091,15101,12.3
15101,15111,12.5
15111,15121,12.9
15121,15131,13.5
15131,18121,14.1
18121,18141,14.8
18141,11361,15.2
11361,11189,15.5
11189,11389,16.0
11379,11381,0.3
11381,11181,0.7
11181,11369,1.0
11369,18149,1.6
18149,18129,2.2
18129,15139,2.8
15139,15129,3.5
15129,15119,3.9
15119,15109,4.1
15109,15099,4.5
15099,15079,4.8
15079,15221,5.1
15221,16201,5.4
16201,16011,5.7
16011,16021,6.2
16021,16031,6.5
16031,16041,6.7
16041,16051,7.0
16051,16061,7.2
16061,16071,7.4
16071,16081,7.7
16081,16009,8.2
16009,17011,0.5
17011,17021,0.8
17021,17381,1.1
17381,17031,1.4
17031,17041,1.7
17041,17251,2.7
17251,17161,2.9
17161,17171,3.3
17171,17181,3.6
17181,17051,3.9
17051,20021,5.0
20021,20031,5.5
20031,20081,7.4
20081,29159,7.7
29159,20249,8.1
20249,20129,8.4
20129,20239,8.8
20239,20219,9.0
20219,20209,9.4
20209,20259,9.6
20259,20159,9.9
20159,20199,10.2
20199,20189,10.5
20189,20261,10.8
20261,20059,11.3
20059,20039,12.1
20039,20029,12.6
20029,17059,13.2
17059,17189,13.6
17189,17179,13.9
17179,17259,14.5
17259,17049,15.4
17049,17039,15.8
17039,17389,16.1
17389,17029,16.4
17029,17019,16.8
17019,16009,17.4
77009,78109,0.8
78109,78081,1.2
78081,78071,1.6
78071,78069,1.8
78069,78059,2.2
78059,98099,2.6
98099,98019,3.0
98019,76249,3.6
76249,76239,3.9
76239,76229,4.3
76229,76219,4.6
76219,76209,5.0
76209,76149,5.5
76149,76139,5.9
76139,76069,6.5
76069,75059,7.2
75059,75069,7.9
75069,75349,8.3
75349,84609,8.6
84609,84639,8.9
84639,84619,9.1
84619,84629,9.4
84629,84479,9.7
84479,84469,10.1
84469,84481,10.7
84481,84491,11.2
84491,72079,11.6
72079,72069,11.9
72069,72029,12.3
72029,72019,12.7
72019,83119,13.4
83119,83109,13.6
83109,82069,14.3
82069,82049,14.8
82049,82029,15.2
82029,82109,15.5
82109,81069,15.8
81069,81049,16.3
81049,81029,16.6
81029,80089,17.1
80089,80069,17.5
80069,80049,18.0
80049,80101,18.4
80101,60051,19.1
60051,60099,19.7
60099,07329,20.0
07329,07231,20.5
07231,07211,21.0
07211,07221,21.3
07221,50249,21.7
50249,50239,21.9
50239,50129,22.5
50129,50119,22.9
50119,50031,23.4
50031,50041,23.7
50041,50161,24.2
50161,50171,24.5
50171,50191,24.8
50191,50201,25.0
50201,50211,25.3
50211,50991,25.7
50991,52129,26.2
52129,52049,26.5
52049,52119,26.9
52119,52499,27.4
52499,52499,0.0
52499,52451,0.3
52451,52129,0.6
52129,52049,0.9
52049,52119,1.3
52119,52099,1.7
52099,50159,2.0
50159,50209,2.2
50209,50199,2.4
50199,50189,2.7
50189,50179,2.9
50179,50169,3.2
50169,50059,3.6
50059,50049,3.8
50049,50038,4.3
50038,50111,4.7
50111,50121,5.0
50121,50231,5.6
50231,50331,5.9
50331,50349,6.2
50349,60199,6.4
60199,60059,7.0
60059,80109,7.7
80109,80051,8.0
80051,80071,8.4
80071,80091,8.9
80091,81011,9.2
81011,81031,9.5
81031,81051,10.0
81051,82011,10.5
82011,82032,10.8
82032,82061,11.4
82061,83101,11.8
83101,83111,12.1
83111,72011,12.6
72011,72021,13.0
72021,72061,13.5
72061,72071,13.7
72071,84499,14.2
84499,84489,14.8
84489,84461,15.2
84461,84471,15.6
84471,84621,16.0
84621,84611,16.4
84611,84631,16.6
84631,84601,16.8
84601,75341,17.2
75341,75061,17.6
75061,75051,18.3
75051,76061,18.9
76061,76131,19.4
76131,76141,19.8
76141,76201,20.3
76201,76211,20.6
76211,76221,20.9
76221,76231,21.3
76231,76241,21.6
76241,98011,22.2
98011,98091,22.5
98091,78051,22.9
78051,78061,23.3
78061,78079,23.6
78079,78089,24.0
78089,78101,24.4
78101,77009,25.0
80089,80069,0.4
80069,80049,0.9
80049,80101,1.3
80101,60051,2.0
60051,60099,2.6
60099,07329,2.9
07329,07231,3.4
54009,54339,0.5
54339,54329,0.9
54329,54319,1.2
54319,54101,1.8
54101,66091,2.7
66091,66031,3.2
66031,66041,3.7
66041,66051,4.0
66051,66379,4.4
66379,66359,4.7
66359,62141,5.0
62141,62059,5.4
62059,62049,5.8
62049,62039,6.0
62039,62029,6.4
62029,62019,6.6
62019,70309,6.9
70309,70299,7.1
70299,70289,7.4
70289,70279,7.9
70279,70269,8.2
70269,71161,8.5
71161,71151,8.8
71151,71141,9.1
71141,71121,9.4
71121,71131,9.7
71131,71091,10.0
71091,72021,10.4
72021,72061,10.9
72061,72071,11.1
72071,84499,11.6
84499,84489,12.2
84489,84461,12.6
84461,84471,13.0
84471,84621,13.4
84621,84611,13.8
84611,84631,14.0
84631,84601,14.2
84601,75341,14.6
75341,75061,15.0
75061,76289,15.7
76289,76129,16.0
76129,76119,16.3
76119,76051,16.5
76051,75009,17.1
75009,75009,0.0
75009,76059,0.6
76059,76111,0.8
76111,76121,1.1
76121,76281,1.4
76281,75069,2.2
75069,75349,2.6
75349,84609,2.9
84609,84639,3.2
84639,84619,3.4
84619,84629,3.7
84629,84479,4.0
84479,84469,4.4
84469,84481,5.0
84481,84491,5.5
84491,72079,5.9
72079,72069,6.2
72069,72029,6.6
72029,71099,7.0
71099,71139,7.4
71139,71129,7.7
71129,71149,8.0
71149,71159,8.3
71159,71169,8.6
71169,70261,9.1
70261,70271,9.3
70271,70281,9.9
70281,70291,10.2
70291,70301,10.5
70301,62011,10.8
62011,62021,11.0
62021,62031,11.2
62031,62041,11.6
62041,62051,12.1
62051,62149,12.3
62149,66351,12.7
66351,66371,13.1
66371,66059,13.4
66059,66049,13.8
66049,66039,14.1
66039,66099,14.8
66099,54109,15.7
54109,54311,16.3
54311,54321,16.6
54321,54331,17.0
54331,54009,17.4
84009,84359,0.9
84359,84211,1.2
84211,84221,1.4
84221,84231,1.8
84231,84241,2.2
84241,84281,2.4
84281,84059,2.7
84059,84049,3.2
84049,84039,3.9
84039,84029,4.3
84029,84641,4.7
84641,84559,5.3
84559,84569,5.6
84569,84579,6.0
84579,84589,6.3
84589,84011,6.7
84011,84021,7.0
84021,84031,7.6
84031,84041,8.1
84041,84051,8.7
84051,84289,8.9
84289,84249,9.2
84249,84239,9.6
84239,84229,10.0
84229,84219,10.3
84219,84351,10.6
84351,84009,11.3
84009,84359,0.9
84359,84211,1.2
84211,84221,1.4
84221,84231,1.8
84231,84241,2.2
84241,84281,2.4
84281,84059,2.7
84059,84049,3.2
84049,84039,3.9
84039,84029,0.4
84029,84641,0.8
84641,84559,1.4
84559,84569,1.7
84569,84579,2.1
84579,84589,2.4
84589,84011,2.8
84011,84021,3.1
84021,84031,3.7
84009,84301,0.6
84301,84371,0.9
84371,84381,1.2
84381,84391,1.5
84391,84401,1.8
84401,84411,2.0
84411,84421,2.3
84421,84331,2.6
84331,84009,3.2
84009,84009,0.0
84009,84339,0.7
84339,84449,1.3
84449,84419,1.7
84419,84409,2.0
84409,84379,2.4
84379,84309,2.7
84309,84009,3.3
84009,84301,0.6
84301,84371,0.9
84371,84381,1.2
84381,84391,1.5
84391,84401,1.8
84401,84411,2.0
84411,84421,2.3
84421,84331,2.6
84331,84009,3.2
84009,84339,0.7
84339,84449,1.3
84449,84419,1.7
84419,84409,2.0
84409,84379,2.4
84379,84309,2.7
84309,84009,3.3
84009,84359,0.9
84359,84211,1.2
84211,84521,1.5
84521,84201,2.0
