Start,End,Distance
58271,58281,3.9
58281,58371,4.3
58371,58299,4.6
58299,58241,4.9
58241,58009,5.1
58009,58291,0.4
58291,58379,0.7
58379,58289,1.0
58289,58279,1.3
58279,58329,1.9
58329,58349,2.3
58349,58419,2.7
58419,58409,3.0
58409,58129,3.7
58129,58119,3.9
58119,58211,4.3
58211,58251,4.6
58251,58009,5.0
59009,59073,0.4
59073,59069,0.6
59069,59059,1.3
59059,59049,1.8
59049,59039,2.2
59039,59029,2.9
59029,59019,3.6
59019,55289,4.1
55289,68059,9.5
68059,68049,9.7
68049,68039,9.9
68039,67571,10.2
67571,67561,10.5
67561,67551,10.9
67551,67541,11.6
67541,67381,11.8
67381,67391,12.1
67391,67441,12.5
67009,67191,0.4
67191,67171,0.8
67171,67139,1.5
67139,67229,2.2
67229,67239,2.5
67239,65061,2.9
65061,68119,6.9
68119,68059,7.2
68059,68049,7.4
68049,68039,7.6
68039,68029,8.0
68029,68019,8.3
68019,67089,8.5
67089,67039,8.9
67039,67029,9.2
67029,67019,9.5
67019,55109,9.8
55109,55089,10.2
55089,55079,10.5
55079,55059,11.0
55059,55049,11.3
55049,55039,11.7
55039,55179,12.2
55179,55189,12.6
55189,55209,13.1
55209,54059,13.4
54059,54049,13.7
54049,54039,14.0
54039,54241,14.3
54241,54009,14.8
54009,54009,0.0
54009,54247,0.6
54247,54031,0.9
54031,54041,1.3
54041,54051,1.6
54051,55201,1.9
55201,55181,2.2
55181,55171,2.7
55171,55031,3.2
55031,55041,3.5
55041,55051,3.9
55051,55071,4.3
55071,55081,4.7
55081,55101,5.1
55101,67011,5.4
67011,67021,5.7
67021,67081,6.2
67081,68011,6.5
68011,68021,6.9
68021,68031,7.3
68031,68051,7.6
68051,68111,8.0
68111,65069,12.0
65069,67231,12.4
67231,67221,12.8
67221,67131,13.4
67131,67141,13.7
67141,67179,14.4
67179,67199,14.7
67199,67009,15.1
59009,59179,0.4
59179,59389,0.7
59389,59399,1.2
59399,59409,1.6
59409,59419,1.8
59419,59639,2.1
59639,59579,2.4
59579,59761,2.6
59761,59719,2.8
59719,59439,3.2
59439,59429,3.6
59429,59051,3.9
59051,59339,4.4
59339,59549,4.8
59549,59559,5.1
59559,57079,5.6
57079,57069,6.2
57069,57059,6.7
57059,57049,7.2
57049,57039,7.8
57039,57029,8.1
57029,57019,8.5
57019,56099,8.9
56099,56089,9.5
56089,56079,10.1
56079,56069,10.6
56069,56059,11.0
56059,56049,11.4
56049,56191,11.7
56191,56201,12.1
56201,55129,12.5
55129,55119,12.9
55119,54451,13.2
54451,54461,13.6
54461,55201,13.8
55201,55509,14.2
55509,55509,14.2
55509,55209,14.7
55209,54469,15.0
54469,54459,15.2
54459,55111,15.6
55111,55121,16.0
55121,56209,16.4
56209,56199,16.7
56199,56041,17.1
56041,56051,17.5
56051,56061,17.9
56061,56071,18.3
56071,56081,18.9
56081,56091,19.4
56091,57011,19.8
57011,57021,20.3
57021,57031,20.7
57031,57041,21.2
57041,57051,21.7
57051,57061,22.2
57061,57071,22.8
57071,59551,23.2
59551,59541,23.5
59541,59331,23.8
59331,59059,24.3
59059,59421,24.7
59421,59431,25.0
59431,59711,25.6
59711,59571,25.9
59571,59631,26.2
59631,59411,26.5
59411,59401,26.7
59401,59391,27.1
59391,59381,27.5
59381,59171,27.8
59171,59009,28.3
59009,59179,0.4
59179,59389,0.7
59389,59399,1.2
59399,59409,1.6
59409,59419,1.8
59419,59639,2.1
59639,59579,2.4
59579,59761,2.6
59761,59719,2.7
59719,59439,3.2
59439,59429,3.6
59429,59569,3.9
43581,43641,0.4
43641,43831,0.7
43831,43491,0.9
43491,43481,1.4
43481,43471,1.7
43471,43401,2.5
43401,43321,2.9
43321,43371,3.3
43371,43699,3.6
43699,28629,4.0
28629,28631,4.2
28631,28641,4.5
28641,28229,6.3
28229,03222,19.4
03222,03111,20.1
03111,03071,20.4
03071,03031,20.7
03031,03011,21.3
03011,02111,21.9
02111,02151,22.5
02151,02161,23.2
67009,67191,0.4
67191,67201,0.7
67201,67211,1.1
67211,65019,1.4
65019,64029,1.8
64029,64429,2.2
64429,64381,2.7
64381,64549,3.2
64549,64249,3.8
64249,64239,4.3
64239,64209,4.8
64209,63071,5.1
63071,63081,5.4
63081,63091,5.8
63091,63101,6.1
63101,62231,6.5
62231,62241,6.8
62241,71051,7.2
71051,71061,7.7
71061,71071,8.1
71071,71081,8.5
71081,72059,9.1
72059,72049,9.5
72049,72039,9.8
72039,84709,10.1
84709,84489,10.6
84489,84459,11.0
84459,84539,11.2
84539,84361,12.2
84361,84309,12.6
84309,84009,13.2
84009,84009,0.0
84009,84301,0.6
84301,84369,1.0
84369,84451,2.1
84451,84481,2.6
84481,84701,3.1
84701,72031,3.4
72031,72041,3.7
72041,72051,4.1
72051,71089,4.6
71089,71079,5.0
71079,71069,5.5
71069,71059,5.9
71059,62249,6.3
62249,62239,6.7
62239,63109,7.1
63109,63099,7.4
63099,63089,7.8
63089,63079,8.2
63079,64201,8.5
64201,64231,9.0
64231,64241,9.4
64241,64541,10.1
64541,64389,10.7
64389,64421,11.2
64421,64021,11.6
64021,65011,12.0
65011,67219,12.3
67219,67209,12.7
67209,67199,12.9
67199,67009,13.3
77009,77191,0.7
77191,77201,1.1
77201,77211,1.4
77211,77251,1.9
77251,77261,2.3
77261,77271,2.6
77271,77331,2.9
77331,65191,7.0
65191,65069,7.4
65069,65059,7.7
65059,65049,8.1
65049,65039,8.4
65039,65029,8.7
65029,65019,9.2
65019,64029,9.6
64029,64039,10.1
64039,64369,10.4
64369,64359,10.7
64359,64349,11.1
64349,64411,11.4
64411,64601,11.7
64601,64611,12.0
64611,66499,12.2
66499,66489,12.7
66489,66479,13.2
66479,66459,13.6
66459,54659,14.0
54659,54509,14.5
54509,54499,14.7
54499,54489,15.3
54489,54579,15.6
54579,54589,16.1
54589,54289,16.5
54289,54279,16.8
54279,54269,17.1
54269,54248,17.6
54248,54019,18.1
54019,53169,18.6
53169,53379,18.9
53379,53389,19.2
53389,53399,19.7
53399,53231,20.2
53231,53211,20.6
53211,52021,21.0
52021,52031,21.3
52031,52361,22.2
52361,52279,22.8
52279,52269,23.2
52269,52501,23.7
52501,52009,24.1
52009,52009,0.0
52009,52509,0.5
52509,52261,1.0
52261,52271,1.4
52271,52369,2.0
52369,52039,2.6
52039,53219,3.4
53219,53239,4.0
53239,53391,4.5
53391,53381,5.0
53381,53371,5.3
53371,53161,5.7
53161,54011,6.1
54011,54241,6.6
54241,54261,7.1
54261,54271,7.4
54271,54281,7.7
54281,54581,8.0
54581,54571,8.4
54571,54481,8.7
54481,54491,9.2
54491,54501,9.5
54501,54651,9.8
54651,66451,10.1
66451,66461,10.4
66461,66471,10.7
66471,66481,11.1
66481,66491,11.6
66491,64619,11.9
64619,64609,12.1
64609,64419,12.4
64419,64341,12.7
64341,64351,13.0
64351,64361,13.3
64361,64031,13.7
64031,64021,14.2
64021,65011,14.6
65011,65021,15.0
65021,65031,15.4
65031,65041,15.7
65041,65061,16.3
65061,65199,16.9
65199,77339,20.9
77339,77279,21.2
77279,77269,21.5
77269,77259,21.9
77259,77219,22.3
77219,77209,22.7
77209,77199,23.1
77199,77009,23.8
58009,58259,0.5
58259,58219,0.8
58219,58111,1.1
58111,58481,1.5
58481,58491,1.8
58491,58501,2.3
58501,58051,2.5
58051,58061,2.9
58061,58071,3.3
58071,58081,3.7
58081,58091,4.2
58091,58099,4.5
58099,58089,4.9
58089,58079,5.5
58079,58069,5.9
58069,58059,6.3
58059,58509,6.6
58509,58499,7.1
58499,58489,7.4
58489,58119,7.8
58119,58211,8.2
58211,58251,8.5
58251,58009,8.9
58009,58259,0.5
58259,58219,0.8
58219,58111,1.1
58111,58481,1.5
58481,58491,1.8
58491,58501,2.3
58009,58259,0.5
58259,58219,0.8
58219,58331,1.3
58331,58041,1.7
58041,58051,1.9
58051,58511,2.4
58511,58521,2.6
58521,58531,3.0
58531,59529,3.8
59529,59259,4.2
59259,59099,4.7
59099,59072,5.1
59072,59069,5.4
59069,59619,5.9
59619,59061,6.4
59061,59079,6.8
59079,59091,7.1
59091,59251,7.7
59251,59521,8.2
59521,58539,9.0
58539,58529,9.3
58529,58519,9.5
58519,58059,9.9
58059,58049,10.2
58049,58339,10.6
58339,58211,11.1
58211,58251,11.4
58251,58009,11.8
59079,59091,0.3
59091,59251,0.9
59251,59521,1.4
59521,58539,2.2
65069,65059,0.3
65059,65049,0.7
65049,65039,1.0
65039,65029,1.3
65029,65019,1.8
65019,64029,2.2
64029,64039,2.7
64039,64369,3.0
64369,64359,3.3
64359,64349,3.7
64349,64411,4.0
64411,64601,4.3
64601,64611,4.6
64611,66499,4.8
66499,66489,5.3
66489,66479,5.8
66479,66459,6.2
66459,54659,6.6
54659,54509,7.1
54509,54499,7.3
54499,54489,7.9
54489,54579,8.2
54579,54589,8.7
54589,54289,9.1
54289,54279,9.4
54279,54269,9.7
54261,54271,0.3
54271,54281,0.6
54281,54581,0.9
54581,54571,1.3
54571,54481,1.6
54481,54491,2.1
54491,54501,2.4
54501,54651,2.7
54651,66451,3.0
66451,66461,3.3
66461,66471,3.6
64009,64389,0.7
64389,64421,1.2
64421,64021,1.6
64021,65011,2.0
65011,67219,2.3
67219,67209,2.7
67209,67199,2.9
67199,67189,3.1
67189,67249,3.5
67249,67259,3.8
67259,65061,4.0
65061,65199,4.6
65199,77339,8.6
77339,77289,9.1
77289,77239,9.4
77239,77249,9.7
77249,78049,10.0
78049,77019,10.2
77019,77029,10.6
77029,77039,11.0
77039,77171,11.4
77171,78109,12.0
78109,78119,12.6
78119,78129,13.0
78129,78139,13.4
78139,78149,13.8
78149,98109,14.1
98109,98031,14.5
98031,98041,14.8
98041,98231,15.1
98231,98051,15.4
98051,98061,16.0
98061,98071,16.4
98071,99011,16.8
99011,99021,17.2
99021,99031,17.5
99031,99041,17.9
99041,99181,18.2
99181,99171,18.8
99171,99161,19.0
99161,95071,19.3
95071,95081,19.6
95081,95091,20.0
95091,95131,20.2
95131,95141,20.7
95141,95061,21.1
95061,95051,21.5
95051,95041,21.9
95041,95039,22.1
95039,95049,22.3
95049,95069,22.9
95069,95149,23.2
95149,95139,23.7
95139,95099,24.1
95099,95089,24.5
95089,95079,24.9
95079,99189,25.4
99189,99049,25.8
99049,99039,26.2
99039,99029,26.5
99029,99019,26.9
99019,98079,27.5
98079,98069,27.9
98069,98059,28.3
98059,98239,28.6
98239,98049,28.9
98049,98039,29.3
98039,98101,29.8
98101,78141,30.2
78141,78131,30.6
78131,78121,31.0
78121,78111,31.4
78111,78101,32.0
78101,77179,32.6
77179,77031,33.0
77031,77021,33.3
77021,77011,33.7
77011,77241,34.0
77241,77231,34.3
77231,77281,34.6
77281,77331,35.0
77331,65191,39.1
65191,65069,39.5
65069,67251,39.8
67251,67241,40.1
67241,67181,40.3
67181,67191,40.5
67191,67201,40.8
67201,67211,41.2
67211,65019,41.5
65019,64029,41.9
64029,64429,42.3
64429,64381,42.8
64381,64009,43.4
77289,77239,0.3
77239,77249,0.6
77249,78049,0.9
78049,77019,1.1
77019,77029,1.5
77029,77039,1.9
77039,77171,2.3
77171,78109,2.9
78109,78119,3.4
78119,78129,3.9
78129,78139,4.3
78139,78149,4.7
78149,98109,5.0
98109,98031,5.4
98031,98041,5.7
98041,98231,6.0
98231,98051,6.3
98051,98061,6.9
98061,98071,7.3
98071,99011,7.7
99011,99021,8.1
99021,99031,8.4
99031,99041,8.8
99041,99181,9.1
99181,99171,9.7
99171,99161,9.9
99161,95071,10.2
95071,95081,10.5
95081,95091,10.9
95091,95131,11.1
95131,95141,11.6
95141,95061,12.0
95061,95051,12.4
95051,95041,12.8
95041,95039,13.0
64009,64389,0.7
64389,64421,1.2
64421,64021,1.6
64021,67219,2.3
67219,67209,2.7
67209,67199,2.9
67199,67189,3.1
67189,67249,3.5
67249,67259,3.8
67259,65061,4.0
65061,65199,4.6
65199,98231,15.1
98231,98051,15.4
98051,98061,16.0
98061,99181,18.2
99181,95131,20.2
95131,95141,20.7
95141,95061,21.1
95061,95051,21.5
95051,95041,21.9
95041,95039,22.1
95039,95049,22.3
95049,95051,0.0
95051,95041,0.4
95041,95039,0.6
95039,95049,0.8
95049,95069,1.4
95069,95149,1.7
95149,95139,2.2
95139,95099,2.6
95099,99189,3.9
99189,98069,6.4
98069,98059,6.8
98059,98239,7.1
98239,65191,17.5
65191,65069,17.9
65069,67251,18.2
67251,67241,18.5
67241,67181,18.7
67181,67191,18.9
67191,67201,19.2
67201,67211,19.6
67211,64029,20.3
64029,64429,20.7
64429,64381,21.2
64381,64009,21.8
84009,84031,0.7
84031,84041,1.2
84041,84051,1.8
84051,84061,2.1
84061,85091,2.6
85091,85051,3.1
85051,85061,3.4
85061,85081,3.6
85081,85071,3.9
85071,96101,4.3
96101,96259,4.9
96259,96169,5.2
96169,96269,5.6
96269,96181,5.9
96181,96121,6.1
96121,76101,6.9
76101,76031,7.1
76031,76231,7.5
76231,76241,7.8
76241,98011,8.4
98011,98021,8.8
98021,98031,9.2
98031,98041,9.5
98041,98231,9.8
98231,98051,10.1
98051,98061,10.7
98061,98071,11.1
98071,99011,11.5
99011,99021,11.9
99021,99031,12.2
99031,99041,12.6
99041,99181,12.9
99181,99171,13.5
99171,99161,13.7
99161,95071,14.0
95071,95081,14.3
95081,95091,14.7
95091,95131,14.9
95131,95131,14.9
95131,95141,15.4
95141,95061,15.8
95061,95051,16.2
95051,95041,16.6
95041,95039,16.8
95039,95049,17.0
95049,95069,17.6
95069,95149,17.9
95149,95139,18.4
95139,95139,18.4
95139,95099,18.8
95099,95089,19.2
95089,95079,19.6
95079,99189,20.1
99189,99049,20.5
99049,99039,20.9
99039,99029,21.2
99029,99019,21.6
99019,98079,22.2
98079,98069,22.6
98069,98059,23.0
98059,98239,23.3
98239,98049,23.6
98049,98039,24.0
98039,98029,24.5
98029,98019,24.9
98019,76249,25.5
76249,76239,25.8
76239,76039,26.1
76039,76109,26.4
76109,96129,27.1
96129,96189,27.3
96189,96261,27.6
96261,96161,27.9
96161,96251,28.2
96251,96109,28.6
96109,85079,29.2
85079,85089,29.4
85089,85069,29.7
85069,85059,30.0
85059,85099,30.5
85099,84069,31.0
84069,84059,31.3
84059,84049,31.8
84049,84039,32.5
84039,84009,33.2
52009,52509,0.5
52509,52329,0.8
52329,52081,1.9
52081,60081,2.6
60081,60211,3.1
60211,70101,3.5
70101,70111,3.9
70111,70121,4.4
70121,70131,4.8
70131,70141,5.1
70141,71011,5.5
71011,71171,5.7
71171,71021,6.1
71021,71031,6.5
71031,71191,6.8
71191,71181,7.1
71181,71041,7.4
71041,73041,7.9
73041,73019,8.1
73019,73049,8.5
73049,71049,9.0
71049,71189,9.1
71189,71029,10.4
71029,71179,10.9
71179,70149,11.5
70149,70139,11.9
70139,70129,12.2
70129,70119,12.5
70119,70109,12.9
70109,60219,13.4
60219,60089,14.0
60089,52089,14.7
52089,52321,15.7
52321,52501,16.0
52501,52009,16.4
46009,46281,0.5
46281,46391,0.9
46391,46691,1.3
46691,46689,1.6
46689,46651,2.0
46651,46951,2.5
46951,46969,2.8
46969,46659,3.1
46659,46681,3.5
46681,46699,3.7
46699,46399,4.0
46399,46289,4.4
46289,46009,4.9
46009,46281,0.5
46281,46391,0.9
46391,46691,1.3
46691,46689,1.6
46689,46651,2.0
46651,46951,2.5
46951,58461,2.8
58461,58479,3.0
58479,58449,3.3
58449,58439,3.6
58439,46969,4.2
46969,46659,4.5
46659,46681,4.9
46681,46699,5.1
46699,46399,5.4
46399,46289,5.8
46289,46009,6.3
46009,46631,0.6
46631,46331,1.0
46331,46971,1.4
46971,46981,2.0
46981,47501,2.5
47501,47511,2.8
47511,47521,3.0
47521,47539,3.5
47539,46999,3.9
46999,46989,4.4
46989,46979,4.8
46979,46339,5.3
46339,46639,5.7
46639,46009,6.1
46009,46269,1.1
46009,46271,0.7
46271,46301,1.1
46301,46311,1.5
46311,46249,1.8
46249,46179,2.0
46179,46169,2.3
46169,46159,2.5
46159,46149,2.9
46149,46119,3.5
46119,46069,4.4
46069,46088,4.7
46088,46111,5.1
46111,46141,5.6
46141,46151,5.9
46151,46161,6.1
46161,46171,6.4
46171,46241,6.7
46241,46319,6.9
46319,46309,7.3
46309,46279,7.8
46279,46009,8.4
46009,46271,0.7
46271,46301,1.1
46301,46311,1.5
46311,46249,1.8
46249,46179,2.0
46179,46141,2.8
46141,46151,3.1
46151,46161,3.3
46161,46171,3.6
46171,46241,3.9
46241,46319,4.1
46319,46309,4.5
46309,46279,5.0
46279,46009,5.6
46009,46281,0.5
46281,46391,0.9
46391,46761,1.4
46761,46771,1.8
46771,47599,2.2
47599,47641,2.4
47641,47651,3.3
47651,47661,3.8
47661,47671,4.3
47671,47681,4.5
47681,47659,4.9
47659,47649,5.7
47649,47591,5.9
47591,46779,6.3
46779,46769,6.7
46769,46399,7.1
46399,46289,7.5
46289,46009,8.0
52009,52509,0.5
52509,52329,0.8
52329,52081,1.9
52081,60081,2.6
60081,60211,3.1
60211,70101,3.5
70101,70111,3.9
70111,70121,4.4
70121,70131,4.8
70131,70141,5.1
70141,71011,5.5
71011,71171,5.7
71171,71021,6.1
71021,71031,6.5
71031,71191,6.8
71191,71181,7.1
71181,71041,7.4
71041,73041,7.9
73041,73019,8.1
73019,73049,8.5
73049,71049,9.0
71049,71189,9.1
11379,11381,0.3
11381,11181,0.7
11181,11369,1.0
11369,18149,1.6
18149,18051,2.2
18051,18021,2.6
18021,18029,2.8
18029,18069,3.0
18069,18089,3.2
18089,18099,3.7
18099,18081,4.0
18081,18061,4.2
18061,18059,4.4
18059,18141,5.4
18141,11361,5.8
11361,11189,6.1
11189,11389,6.6
46009,46281,0.5
46281,46421,1.1
46421,46411,1.5
46411,46431,1.9
46431,46441,2.3
46441,46261,2.7
46261,46279,3.1
46279,46251,3.5
46251,46449,3.8
46449,46439,4.2
46439,46419,4.4
46419,46429,4.9
46429,46289,5.4
46289,46008,5.9
46008,46559,6.7
46559,46569,7.2
46569,46579,7.5
46579,46589,7.8
46589,46509,8.3
46509,46069,9.1
46069,46088,9.4
46088,46501,9.8
46501,46581,10.2
46581,46571,10.5
46571,46561,10.7
46561,46551,11.3
46551,46009,11.8
46009,46631,0.6
46631,46641,0.9
46641,46661,1.4
46661,46671,1.7
46671,46851,2.1
46851,46861,2.4
46861,46871,2.7
46871,47591,3.1
47591,46779,3.5
46779,46879,4.1
46879,46869,4.4
46869,46859,4.8
46859,46679,5.2
46679,46669,5.6
46669,46649,6.0
46649,46639,6.5
46639,46008,6.9
46008,46321,7.7
46321,46331,8.1
46331,46341,8.4
46341,46351,8.7
46351,46629,9.1
46629,46619,9.5
46619,46361,10.1
46361,46371,10.5
46371,46519,11.3
46519,46509,11.6
46509,46069,12.4
46069,46088,12.7
46088,46501,13.1
46501,46511,13.5
46511,46591,13.9
46591,46379,14.1
46379,46369,14.5
46369,46611,15.2
46611,46621,15.5
46621,46359,15.8
46359,46349,16.2
46349,46339,16.5
46339,46329,16.7
46329,46009,17.4
46009,46631,0.6
46631,46641,0.9
46641,46661,1.4
46661,46671,1.7
46671,46851,2.1
46851,46861,2.4
46861,46871,2.7
46871,47591,3.1
47591,46779,3.5
46779,46879,4.1
46879,46869,4.4
46869,46859,4.8
46859,46679,5.2
46679,46669,5.6
46669,46649,6.0
46649,46639,6.5
46639,46008,6.9
46008,46321,0.8
46321,46331,1.2
46331,46341,1.5
46341,46351,1.8
46351,46629,2.2
46629,46619,2.6
46619,46361,3.2
46361,46371,3.6
46371,46519,4.4
46519,46509,4.7
46509,46069,5.5
46069,46088,5.8
46088,46501,6.2
46501,46511,6.6
46511,46591,7.0
46591,46379,7.2
46379,46369,7.6
46369,46611,8.3
46611,46621,8.6
46621,46359,8.9
46359,46349,9.3
46349,46339,9.6
46339,46329,9.8
46329,46009,10.5
46008,46321,0.8
46321,46331,1.2
46331,46341,1.5
46341,46351,1.8
46351,46629,2.2
46629,46619,2.6
46619,46379,3.2
46379,46369,3.6
46369,46611,4.3
46611,46621,4.6
46621,46359,4.9
46359,46349,5.3
46349,46339,5.6
46339,46329,5.8
46329,46009,6.5
46009,46281,0.5
46281,46391,0.9
46391,46761,1.4
46761,46771,1.8
46771,46781,2.1
46781,46791,2.5
46791,46811,2.9
46811,46821,3.3
46821,46831,3.6
46831,46841,3.9
46841,46799,4.3
46799,46789,4.6
46789,46779,5.0
46779,46769,5.4
46769,46399,5.8
46399,46289,6.2
46289,46008,6.7
46008,46291,7.3
46291,46199,7.8
46199,46181,8.1
46181,46071,8.4
46071,46011,8.7
46011,46511,9.4
46511,46521,9.8
46521,46579,10.2
46579,46589,10.5
46589,46019,11.2
46019,46079,11.5
46079,46189,11.7
46189,46191,12.0
46191,46299,12.4
46299,46009,12.9
46009,46291,0.6
46291,46199,1.1
46199,46181,1.4
46181,46071,1.7
46071,46011,2.0
46011,46511,2.7
46511,46591,3.1
46591,45591,3.4
45591,46611,3.7
46611,46621,4.0
46621,45581,4.3
45581,46541,4.6
46541,46559,5.0
46559,46569,5.5
46569,46531,6.1
46531,45589,6.5
45589,46629,6.8
46629,46619,7.2
46619,45599,7.6
45599,46519,8.4
46519,46019,9.0
46019,46079,9.3
46079,46189,9.5
46189,46191,9.8
46191,46299,10.2
46299,46009,10.7
11009,11359,0.2
11359,11369,0.8
11369,18149,1.4
18149,18129,2.0
18129,15139,2.7
15139,15181,2.9
15181,18241,3.1
18241,18251,3.2
18251,18261,3.3
18261,18271,3.5
18271,18281,3.7
18281,18289,4.0
18289,18279,4.2
18279,18269,4.4
18269,18249,4.7
18249,15189,4.8
15189,15131,5.0
15131,18121,5.6
18121,18141,6.3
18141,11361,6.7
11361,11351,7.1
11351,12121,7.6
12121,12131,8.0
12131,12141,8.3
12141,12211,8.5
12211,12151,8.7
12151,12031,9.2
12031,12169,9.6
12169,12179,9.9
12179,12199,10.2
12199,12189,10.5
12189,12149,10.8
12149,12139,11.1
12139,12129,11.5
12129,11009,11.8
45009,44631,0.2
44631,44641,0.5
44641,44791,0.9
44791,44801,1.2
44801,44861,1.4
44861,44811,1.6
44811,44821,2.0
44821,44661,2.3
44661,44671,2.5
44671,44601,2.9
44601,44349,3.1
44349,44339,3.4
44339,44329,3.7
44329,44301,4.3
44301,44311,4.7
44311,44321,4.9
44321,44331,5.2
44331,44341,5.5
44341,44609,5.7
44609,44679,6.0
44679,44669,6.2
44669,44829,6.5
44829,44819,6.9
44819,44869,7.0
44869,44809,7.2
44809,44799,7.4
44799,44649,7.7
44649,44639,8.0
44639,45009,8.4
45009,44631,0.2
44631,44641,0.5
44641,44651,0.9
44651,44661,1.2
44661,44611,1.7
44611,44701,2.0
44701,44691,2.3
44691,44771,2.8
44771,44349,3.3
44349,44339,3.6
44339,44329,3.9
44329,44301,4.5
44301,44311,4.9
44311,44321,5.1
44321,44331,5.4
44331,44341,5.7
44341,44779,6.1
44779,44699,6.7
44699,44709,7.1
44709,44619,7.3
44619,44669,7.8
44669,44659,8.1
44659,44649,8.4
44649,44639,8.7
44639,45009,9.1
46009,46549,0.9
46549,46539,1.3
46539,46529,1.7
46529,46491,2.0
46491,46381,2.7
46381,45139,3.4
45139,45129,3.8
45129,45141,4.2
45141,49091,4.5
49091,49101,4.8
49101,49111,5.1
49111,49121,5.4
49121,49189,5.7
49189,49179,6.2
49179,49169,6.4
49169,49159,6.7
49159,49149,7.0
49149,49199,8.1
49199,49141,9.1
49141,49151,9.5
49151,49089,10.0
49089,45449,10.2
45449,49079,10.5
49079,49069,10.9
49069,49059,11.3
49059,49049,11.7
49049,49039,12.1
49039,49029,12.5
49029,49019,12.8
49019,49131,13.2
49131,45171,13.6
45171,45161,14.0
45161,45151,14.3
45151,45049,14.7
45049,45039,14.9
45039,45029,15.2
45029,44999,15.4
44999,45019,15.8
45019,44009,18.0
44009,44009,0.0
44009,44541,0.3
44541,44061,2.4
44061,45011,2.6
45011,45021,3.0
45021,45031,3.4
45031,45159,3.9
45159,45169,4.2
45169,45179,4.5
45179,49139,4.8
49139,49011,5.2
49011,49021,5.5
49021,49031,5.9
49031,49041,6.3
49041,49051,6.7
49051,49061,7.1
49061,49071,7.5
49071,45441,7.8
45441,49081,8.0
49081,49169,8.3
49169,49159,8.6
49159,49149,8.9
49149,49199,10.0
49199,49141,11.0
49141,49151,11.4
49151,49171,11.9
49171,49181,12.4
49181,49129,12.7
49129,49119,13.0
49119,49109,13.3
49109,49099,13.6
49099,45149,13.9
45149,45121,14.2
45121,45131,14.5
45131,46389,15.3
46389,46499,16.0
46499,46521,16.2
46521,46531,16.6
46531,46541,17.0
46541,46009,17.7
46009,46549,0.9
46549,46539,1.3
46539,46529,1.7
46529,46491,2.0
46491,46381,2.7
46381,45139,3.4
45139,45129,3.8
45129,45141,4.2
45141,49091,4.5
49091,49101,4.8
49101,49111,5.1
49111,49121,5.4
49121,49189,5.7
49189,49179,6.2
49179,49169,6.4
49169,49159,6.7
49159,49149,7.0
49149,49219,7.9
49219,49249,9.5
49249,49239,10.0
49239,49209,10.6
49209,49229,11.3
49229,49211,11.8
49211,49141,12.8
49141,49151,13.2
49151,49171,13.7
49171,49181,14.2
49181,49129,14.5
49129,49119,14.8
49119,49109,15.1
49109,49099,15.4
49099,45149,15.7
45149,45121,16.0
45121,45131,16.3
45131,46389,17.1
46389,46499,17.8
46499,46521,18.0
46521,46531,18.4
46531,46541,18.8
46541,46009,19.5
46009,46549,0.9
46549,46539,1.3
46539,46529,1.7
46529,46491,2.0
46491,48011,4.8
48011,48111,5.5
48111,48131,6.9
48131,48119,8.4
48119,48019,8.9
48019,46499,12.2
46499,46521,12.4
46521,46531,12.8
46531,46541,13.2
46541,46009,13.9
44009,44541,0.3
44541,44061,2.4
44061,45011,2.6
45011,45021,3.0
45021,45031,3.4
45031,45041,3.9
45041,45051,4.2
45051,45061,4.6
45061,45071,4.9
45071,45221,5.3
45221,45181,5.7
45181,45191,6.0
45191,45201,6.3
45201,45211,6.8
45211,48011,7.3
48011,48111,8.0
48111,48131,9.4
48131,48119,10.9
48119,48019,11.4
48019,45209,12.4
45209,45199,12.8
45199,45189,13.1
45189,45229,13.4
45229,45079,13.8
45079,45069,14.3
45069,45059,14.6
45059,45049,15.2
45049,45039,15.4
45039,45029,15.7
45029,44999,15.9
44999,45019,16.3
45019,44009,18.5
11009,11359,0.2
11359,11369,0.7
11369,18149,1.3
18149,18129,1.9
18129,15139,2.5
15139,15181,2.7
15181,18241,2.9
18241,18251,3.0
18251,18261,3.1
18261,18271,3.3
18271,18281,3.5
18281,18289,3.8
18289,18279,4.0
18279,18269,4.2
18269,18249,4.5
18249,15189,4.7
15189,15131,5.0
15131,18121,5.6
18121,18141,6.4
18141,11361,6.8
11361,11351,7.2
11009,11359,0.2
11359,11369,0.7
11369,18149,1.3
18149,18129,1.9
18129,15139,2.5
15139,15181,2.7
15181,18241,2.9
18241,18251,3.0
18251,18261,3.1
18261,18271,3.3
18271,18281,3.5
11009,11359,0.2
11359,11369,0.7
11369,18149,1.3
18149,18141,2.3
18141,11361,2.7
11361,11351,3.1
11351,12121,3.6
12121,12131,4.0
12131,12141,4.3
12141,12211,4.5
12211,12151,4.7
12151,12031,5.2
12031,12169,5.6
12169,12179,5.9
12179,12199,6.2
12199,12189,6.5
12189,12149,6.8
12149,12139,7.1
12139,12129,7.5
12129,11009,7.8
14009,14131,0.4
14131,14151,0.9
14151,14161,1.3
14161,14171,1.7
14171,15041,2.4
15041,15051,2.7
15051,18011,3.2
18011,11511,3.8
11511,11021,4.3
11021,11031,4.6
11031,11041,5.3
11041,11051,5.7
11051,11061,6.1
11061,11071,6.5
11071,11081,6.8
11081,11091,7.2
11091,11101,7.7
11101,11111,8.0
